locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
Navi Mumbai-Khargar-Panvel,Mumbai,east,none,Ghatkopar L1,yes,Belapur CBD,4.16,blue,19.68,no,no,TRUE,Belpada,3.94,3-6km,0,Mansarovar,3.2,23.98,0,0,0,18.9913513,73.0657484,24.92,Targhar,Maharashtra,1,5/30/2022,5/30/2022,low,Navi Mumbai International Airport,aeroway/aerodrome,Navi Mumbai-Khargar-Panvel,2022,4/13/2022
"Nem Vihar, Mulund West",Mumbai,east,none,Aarey,yes,Wagle Estate Thane,2.95,red,9.71,no,no,TRUE,Azad Nagar Bus Stop,8.29,0-3km,5,Mulund,0.58,12.99,43,86,17,19.1719717,72.9511956,28.64,T Ward,Maharashtra,1,4/29/2022,4/29/2022,high,Mulund West,place/suburb,Mulund West,2022,4/13/2022
Nerul sector-3,Mumbai,east,none,Ghatkopar L1,yes,Belapur CBD,3.54,blue,12.16,no,no,TRUE,CBD Belapur,3.57,3-6km,1,Nerul,0.94,16.61,29,22,7,19.0334948,73.0091701,21.09,Nerul West,Maharashtra,1,6/11/2022,6/11/2022,low,,building/apartments,Nerul sector-3,2022,4/13/2022
"Neumec Elegance, Lower Parel",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,0,blue,12.39,yes,no,FALSE,Worli,1.32,0-3km,3,Prabhadevi,0.77,10.28,50,55,8,19.0029881,72.8303219,7.16,G/S Ward,Maharashtra,1,5/14/2022,5/14/2022,high,Lower Parel,place/suburb,Lower Parel,2022,4/13/2022
New Devchhaya Building,Mumbai,south,under_construction,Chakala - J.B. Nagar,yes,Bandra Kurla Complex,1.17,blue,4.6,yes,no,FALSE,Bandra Colony,0.74,0-3km,13,Khar Road,1.73,2.13,26,40,7,19.0721792,72.8559679,14.99,H/E Ward,Maharashtra,1,5/26/2022,5/26/2022,low,New Library Building,amenity/library,New Devchhaya Building,2022,4/13/2022
new panvel,Mumbai,east,none,Ghatkopar L1,no,Belapur CBD,9.18,blue,24.69,no,no,TRUE,Khargar Village,7.14,6km+,0,Panvel (Suburban),1,29.24,8,57,3,18.9993761,73.1239899,31.09,Panvel,Maharashtra,1,5/6/2022,5/6/2022,high,New Panvel,place/suburb,new panvel,2022,4/13/2022
"NG Royal Park, Kanjurmarg East",Mumbai,east,none,Jagruti Nagar,yes,Godrej One Vikhroli,2.87,blue,5.28,no,no,TRUE,Aarey JVLR,5.03,0-3km,6,Kanjur Marg,0.48,8.55,42,45,9,19.130404,72.9322313,23.61,S Ward,Maharashtra,2,6/20/2022,7/9/2022,medium,NG Royal Park,landuse/residential,NG Royal Park Kanjurmarg East,2022,4/13/2022
"Nicon Infinity, Vasai East",Mumbai,north,none,Kandarpada,no,Mindspace Malad,26.16,yellow,18.22,no,no,TRUE,Kashigaon,16.71,6km+,0,Nalla Sopara,0.75,36.76,2,42,6,19.4188363,72.8256898,53.39,Vasai-Virar,Maharashtra,1,6/4/2022,6/4/2022,low,Nallasopara East,place/suburb,Vasai East,2022,4/13/2022
"Nirmal Lifestyle, LBS Marg",Mumbai,east,none,Aarey,yes,Wagle Estate Thane,3.97,red,8.11,no,no,TRUE,Aarey JVLR,6.69,3-6km,3,Nahur,1.67,11.38,40,50,7,19.1657241,72.9359176,27.36,T Ward,Maharashtra,2,5/22/2022,7/9/2022,high,Nirmal Lifestyle,place/neighbourhood,Nirmal Lifestyle,2022,4/13/2022
"Oasis, Akurli Nagar",Mumbai,east,none,Ghatkopar L1,yes,Belapur CBD,5.69,blue,17.21,no,no,TRUE,CBD Belapur,5.9,3-6km,0,Baman-Dongri,0.77,20.94,4,0,0,18.9718949,73.0179357,19.55,Ulwe,Maharashtra,1,7/7/2022,7/7/2022,medium,Oasis Pride,landuse/residential,Oasis,2022,4/13/2022
"Oasis, Lokhandwala Twp",Mumbai,east,none,Ghatkopar L1,yes,Belapur CBD,5.69,blue,17.21,no,no,TRUE,CBD Belapur,5.9,3-6km,0,Baman-Dongri,0.77,20.94,4,0,0,18.9718949,73.0179357,19.55,Ulwe,Maharashtra,1,7/7/2022,7/7/2022,medium,Oasis Pride,landuse/residential,Oasis,2022,4/13/2022
"Oberoi Esquire, Goregaon East",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.62,red,0.37,yes,yes,TRUE,Aarey,0.37,0-3km,5,Goregaon,0.77,8.83,14,72,6,19.1692623,72.8552548,25.71,P/S Ward,Maharashtra,4,5/17/2022,7/6/2022,high,Goregaon East,place/suburb,Goregaon East,2022,4/13/2022
"Oberoi Exquisite II, Film City Road",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,2.17,red,0.59,yes,yes,TRUE,Aarey,0.59,0-3km,3,Goregaon,1.68,9.04,15,58,4,19.1714878,72.8639635,26.05,P/S Ward,Maharashtra,1,6/8/2022,6/8/2022,medium,Oberoi Exquisite,landuse/residential,Oberoi Exquisite II,2022,4/13/2022
"Oberoi Prisma, Agarkar Chowk",Mumbai,west,operational,Andheri L1,yes,SEEPZ Andheri East,0.71,blue,0.15,yes,yes,TRUE,Andheri L1,0.15,0-3km,15,Andheri,0.22,3.57,42,97,6,19.1192278,72.84849,20.11,K/E Ward,Maharashtra,1,5/29/2022,5/29/2022,medium,Agarkar Chowk,highway/bus_stop,Agarkar Chowk,2022,4/13/2022
"Oberoi Splendor Grande, Agarkar Chowk",Mumbai,west,operational,Andheri L1,yes,SEEPZ Andheri East,0.71,blue,0.15,yes,yes,TRUE,Andheri L1,0.15,0-3km,15,Andheri,0.22,3.57,42,97,6,19.1192278,72.84849,20.11,K/E Ward,Maharashtra,2,5/14/2022,5/19/2022,medium,Agarkar Chowk,highway/bus_stop,Agarkar Chowk,2022,4/13/2022
"Oberoi Splendor, Agarkar Chowk",Mumbai,north,under_construction,Andheri L1,yes,Nirlon Knowledge Park,1.99,blue,2.78,yes,no,FALSE,Jogeshwari (East),1.04,0-3km,15,Jogeshwari (Harbour Line),1.61,5.6,12,42,3,19.1404894,72.8647504,22.64,Jogeshwari East,Maharashtra,1,5/19/2022,5/19/2022,medium,Oberoi Splendor,landuse/residential,Oberoi Splendor,2022,4/13/2022
"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,north,under_construction,Andheri L1,yes,Nirlon Knowledge Park,1.99,blue,2.78,yes,no,FALSE,Jogeshwari (East),1.04,0-3km,15,Jogeshwari (Harbour Line),1.61,5.6,12,42,3,19.1404894,72.8647504,22.64,Jogeshwari East,Maharashtra,3,5/17/2022,7/6/2022,medium,Oberoi Splendor,landuse/residential,Oberoi Splendor JVLR-Jogeshwari Vikhroli Link Road,2022,4/13/2022
"Oberoi Springs, Andheri West",Mumbai,west,operational,Azad Nagar,yes,SEEPZ Andheri East,2.13,blue,1.14,yes,yes,TRUE,Azad Nagar,1.14,0-3km,13,Andheri,1.34,4.28,33,91,15,19.1172495,72.833968,19.84,K/W Ward,Maharashtra,1,5/14/2022,5/14/2022,high,Andheri West,place/suburb,Andheri West,2022,4/13/2022
"Oberoi Woods, Goregaon East",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.62,red,0.37,yes,yes,TRUE,Aarey,0.37,0-3km,5,Goregaon,0.77,8.83,14,72,6,19.1692623,72.8552548,25.71,P/S Ward,Maharashtra,1,6/4/2022,6/4/2022,high,Goregaon East,place/suburb,Goregaon East,2022,4/13/2022
"Odyssey Bhakti Park, Bhakti Park",Mumbai,south,none,Ghatkopar L1,yes,Bandra Kurla Complex,4.6,blue,7.2,no,no,TRUE,Chembur,3.23,3-6km,4,Bhakti Park,0.24,7.14,5,8,0,19.0278681,72.8795682,10.94,M/W Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Bhakti Park,place/neighbourhood,Bhakti Park,2022,4/13/2022
"Omkar 1973, Worli",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.63,blue,12.27,yes,no,FALSE,Worli,0.38,0-3km,4,Prabhadevi,1.95,9.92,31,22,6,19.0117388,72.8178706,8.32,G/S Ward,Maharashtra,2,7/9/2022,7/9/2022,high,Worli,place/suburb,Worli,2022,4/13/2022
"Omkar Alta Monte, Kurar Village",Mumbai,north,operational,Dindoshi,yes,Mindspace Malad,2.06,red,0.47,yes,yes,TRUE,Dindoshi,0.47,0-3km,3,Malad,1.34,10.35,19,85,6,19.1832505,72.8608353,27.31,P/N Ward,Maharashtra,2,7/4/2022,7/4/2022,medium,Omkar Alta Monte,landuse/residential,Omkar Alta Monte,2022,4/13/2022
"Omkar Ananta, Film City Road",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,3.09,red,2.12,yes,yes,TRUE,Aarey,2.12,3-6km,3,Goregaon,3.12,8.88,9,28,0,19.1685459,72.8789711,25.95,P/N Ward,Maharashtra,1,7/6/2022,7/6/2022,low,Omkar Ananta,building/residential,Omkar Ananta Film City Road,2022,4/13/2022
"Omkar Ananta, Goregaon East",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.62,red,0.37,yes,yes,TRUE,Aarey,0.37,0-3km,5,Goregaon,0.77,8.83,14,72,6,19.1692623,72.8552548,25.71,P/S Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Goregaon East,place/suburb,Goregaon East,2022,4/13/2022
"Omkar Meridia, Bandra Kurla Complex",Mumbai,south,under_construction,Asalpha,yes,Bandra Kurla Complex,0,blue,4.47,yes,no,FALSE,Bandra Kurla Complex (BKC),1.36,0-3km,11,Kurla,1.44,2.58,18,42,5,19.067115,72.8657245,14.62,H/E Ward,Maharashtra,1,6/18/2022,6/18/2022,high,Bandra Kurla Complex,place/suburb,Bandra Kurla Complex,2022,4/13/2022
Opera House,Mumbai,south,none,Ghatkopar L1,yes,Lower Parel Business District,4.03,blue,8.74,no,no,TRUE,Dadar,2.66,3-6km,4,Acharya Atre Nagar,0.42,7.81,52,48,4,19.0199105,72.8641759,9.51,F/N Ward,Maharashtra,1,6/16/2022,6/16/2022,medium,Janak House Co-operative Society,landuse/residential,Opera House,2022,4/13/2022
"Orchid Residency, Link Road",Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,2.89,yellow,0.34,yes,yes,TRUE,Dahanukarwadi,0.34,0-3km,0,Kandivali,1.88,13.57,25,74,11,19.2092686,72.8347072,30.07,R/S Ward,Maharashtra,1,6/28/2022,6/28/2022,low,Orchid Suburbia,building/apartments,Orchid Residency Link Road,2022,4/13/2022
orchid suburbia,Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,2.89,yellow,0.34,yes,yes,TRUE,Dahanukarwadi,0.34,0-3km,0,Kandivali,1.88,13.57,25,74,11,19.2092686,72.8347072,30.07,R/S Ward,Maharashtra,1,6/27/2022,6/27/2022,low,Orchid Suburbia,building/apartments,orchid suburbia,2022,4/13/2022
"Orchid Suburbia, Bander Pakhadi",Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,2.89,yellow,0.34,yes,yes,TRUE,Dahanukarwadi,0.34,0-3km,0,Kandivali,1.88,13.57,25,74,11,19.2092686,72.8347072,30.07,R/S Ward,Maharashtra,1,5/25/2022,5/25/2022,low,Orchid Suburbia,building/apartments,Orchid Suburbia,2022,4/13/2022
Oshiwara,Mumbai,west,operational,Andheri (West),yes,Nirlon Knowledge Park,2.07,yellow,2.37,yes,yes,TRUE,Oshiwara,0.47,0-3km,11,Ram Mandir,1.67,7.33,24,51,16,19.1502437,72.8342294,23.51,K/W Ward,Maharashtra,3,5/27/2022,6/14/2022,high,Oshiwara,place/suburb,Oshiwara,2022,4/13/2022
Pali Hill,Mumbai,west,under_construction,Western Express Highway,yes,Bandra Kurla Complex,4.07,blue,6.45,yes,no,FALSE,Bandra Colony,2.41,3-6km,6,Khar Road,1.42,4.7,38,48,7,19.0649126,72.8270326,14.05,H/W Ward,Maharashtra,2,5/19/2022,6/20/2022,high,Pali Hill,place/neighbourhood,Pali Hill,2022,4/13/2022
"Pali Hill Apartment, Pali Hill",Mumbai,west,under_construction,Western Express Highway,yes,Bandra Kurla Complex,4.07,blue,6.45,yes,no,FALSE,Bandra Colony,2.41,3-6km,6,Khar Road,1.42,4.7,38,48,7,19.0649126,72.8270326,14.05,H/W Ward,Maharashtra,1,6/28/2022,6/28/2022,high,Pali Hill,place/neighbourhood,Pali Hill,2022,4/13/2022
"Panch Complex, Powai",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.89,blue,2.65,no,no,TRUE,Saki Naka,2.65,0-3km,16,Vikhroli,2.32,5.65,23,17,20,19.1187195,72.9073476,21.39,S Ward,Maharashtra,1,6/4/2022,6/4/2022,high,Powai,place/suburb,Powai,2022,4/13/2022
"Panch Ritu, Chandivali",Mumbai,east,operational,Saki Naka,yes,Hiranandani Business Park Powai,1.44,blue,0.93,yes,yes,TRUE,Saki Naka,0.93,0-3km,19,Ghatkopar,2.98,3.94,14,36,13,19.1091482,72.8945793,19.94,L Ward,Maharashtra,1,6/12/2022,6/12/2022,high,Chandivali,place/suburb,Chandivali,2022,4/13/2022
Pant Nagar,Mumbai,east,operational,Ghatkopar L1,yes,Godrej One Vikhroli,3.01,blue,0.52,yes,yes,TRUE,Ghatkopar L1,0.52,3-6km,11,Ghatkopar,0.42,5.16,12,86,9,19.0833305,72.9115042,17.95,N Ward,Maharashtra,1,6/23/2022,6/23/2022,high,Pant Nagar,place/neighbourhood,Pant Nagar,2022,4/13/2022
"Paras Building, Sion East",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,2.7,blue,6.63,yes,no,FALSE,Dharavi,1.69,0-3km,6,Sion,0.47,5.27,35,42,3,19.0428153,72.8653563,11.99,F/N Ward,Maharashtra,1,6/9/2022,6/9/2022,high,Sion East,place/suburb,Sion East,2022,4/13/2022
Parel,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,1.42,blue,11.1,yes,no,FALSE,Siddhivinayak Temple,1.47,0-3km,3,Parel,0.52,9.34,64,73,5,19.0084268,72.842505,7.78,F/S Ward,Maharashtra,2,5/14/2022,6/30/2022,high,Parel,place/suburb,Parel,2022,4/13/2022
"Parinee Adney, Borivali West",Mumbai,north,operational,Borivali (West),yes,Mindspace Malad,5.27,yellow,0,yes,yes,TRUE,Borivali (West),0,3-6km,0,Borivali,1.75,15.87,20,80,14,19.2313925,72.8408607,32.54,R/C Ward,Maharashtra,1,5/27/2022,5/27/2022,medium,Borivali (West),railway/station,Borivali West,2022,4/13/2022
parivar safalya chs,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,0.84,blue,12.91,yes,no,FALSE,Science Centre,1.23,0-3km,2,Lower Parel,0.18,11,29,41,6,18.9956287,72.831957,6.33,G/S Ward,Maharashtra,1,6/20/2022,6/20/2022,medium,Safalya CHS,landuse/residential,parivar safalya chs,2022,4/13/2022
Parle Colony,Mumbai,west,under_construction,Western Express Highway,yes,SEEPZ Andheri East,3.14,blue,3.26,yes,no,FALSE,CSMI Airport Domestic T1,1.53,3-6km,14,Vile Parle,1.07,2.49,36,65,10,19.091444,72.8392374,16.98,K/W Ward,Maharashtra,1,6/24/2022,6/24/2022,medium,JEEVAN SHANTI COLONY,landuse/residential,Parle Colony,2022,4/13/2022
Parmanand Wadi,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,1.77,blue,11.53,yes,no,FALSE,Siddhivinayak Temple,2.4,0-3km,3,Ambedkar Nagar,0.31,10.1,27,44,0,19.0005743,72.8469378,6.98,F/S Ward,Maharashtra,1,6/28/2022,6/28/2022,high,Parmanand Wadi,place/neighbourhood,Parmanand Wadi,2022,4/13/2022
"Paschim Apartments, Prabhadevi",Mumbai,south,under_construction,Asalpha,yes,Lower Parel Business District,1.35,blue,11.48,yes,no,FALSE,Siddhivinayak Temple,0.33,0-3km,4,Prabhadevi,1.17,9.14,47,48,5,19.0148811,72.8279556,8.5,G/S Ward,Maharashtra,1,5/14/2022,5/14/2022,high,Prabhadevi,place/suburb,Prabhadevi,2022,4/13/2022
Peddar Road,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,4.2,blue,16.54,yes,no,FALSE,Grant Road,1.23,3-6km,1,Mumbai Central,1.04,14.41,48,56,5,18.970786,72.8095082,4.48,D Ward,Maharashtra,1,6/12/2022,6/12/2022,low,Gopalrao Deshmukh Marg,highway/primary,Peddar Road,2022,4/13/2022
Perry Rd,Mumbai,west,none,Western Express Highway,yes,Bandra Kurla Complex,4.46,blue,7.1,no,no,TRUE,Bandra Colony,2.89,3-6km,6,Bandra,1.79,5.3,32,43,5,19.0598893,72.8239685,13.52,Bandra West,Maharashtra,1,6/29/2022,6/29/2022,medium,Perry Cross Rd,highway/bus_stop,Perry Rd,2022,4/13/2022
"Platinum Prive, Andheri West",Mumbai,west,operational,Azad Nagar,yes,SEEPZ Andheri East,2.13,blue,1.14,yes,yes,TRUE,Azad Nagar,1.14,0-3km,13,Andheri,1.34,4.28,33,91,15,19.1172495,72.833968,19.84,K/W Ward,Maharashtra,1,5/21/2022,5/21/2022,high,Andheri West,place/suburb,Andheri West,2022,4/13/2022
Poisar,Mumbai,north,operational,Kandivali (West),yes,Mindspace Malad,3.16,yellow,1.03,yes,yes,TRUE,Kandivali (West),1.03,3-6km,0,Kandivali,1.01,13.64,12,91,10,19.2119251,72.8468858,30.39,R/S Ward,Maharashtra,1,6/27/2022,6/27/2022,high,Poisar,place/quarter,Poisar,2022,4/13/2022
Powai,Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.89,blue,2.65,no,no,TRUE,Saki Naka,2.65,0-3km,16,Vikhroli,2.32,5.65,23,17,20,19.1187195,72.9073476,21.39,S Ward,Maharashtra,4,4/29/2022,7/6/2022,high,Powai,place/suburb,Powai,2022,4/13/2022
Prabhadevi,Mumbai,south,under_construction,Asalpha,yes,Lower Parel Business District,1.35,blue,11.48,yes,no,FALSE,Siddhivinayak Temple,0.33,0-3km,4,Prabhadevi,1.17,9.14,47,48,5,19.0148811,72.8279556,8.5,G/S Ward,Maharashtra,3,6/3/2022,7/1/2022,high,Prabhadevi,place/suburb,Prabhadevi,2022,4/13/2022
"Prasanna Vastu Chs, Jankalyan Nagar",Mumbai,east,none,Magathane,yes,Mindspace Airoli,5.1,red,15.15,no,no,TRUE,Azad Nagar Bus Stop,4.93,3-6km,9,Kalva,1.97,20.22,1,4,1,19.2066836,73.0106943,35.02,Reti Bandar,Maharashtra,1,7/7/2022,7/7/2022,medium,Vastu Anand CHS,landuse/residential,Prasanna Vastu Chs,2022,4/13/2022
"Prathamesh Heritage, Beverly Park",Mumbai,north,under_construction,Anand Nagar,no,Mindspace Malad,13.1,yellow,4.56,yes,no,FALSE,Kashigaon,2.24,6km+,0,Mira Road,2.67,23.07,10,31,3,19.2972779,72.8754171,40.08,Mira,Maharashtra,1,5/28/2022,5/28/2022,medium,Prathmesh Heritage,landuse/residential,Prathamesh Heritage,2022,4/13/2022
"Promenade At The Address, Ghatkopar West",Mumbai,east,operational,Jagruti Nagar,yes,Hiranandani Business Park Powai,2.37,blue,0.44,yes,yes,TRUE,Jagruti Nagar,0.44,0-3km,12,Ghatkopar,0.59,4.4,14,87,12,19.0897439,72.9048035,18.3,Nityanand Nagar,Maharashtra,2,6/12/2022,6/12/2022,high,Ghatkopar West,place/suburb,Ghatkopar West,2022,4/13/2022
"Purushottam Towers, Dadar West",Mumbai,south,under_construction,Asalpha,yes,Lower Parel Business District,2.47,blue,10.03,yes,no,FALSE,Dadar,0.11,0-3km,6,Dadar,0.71,7.81,71,75,9,19.0238887,72.8382236,9.47,G/N Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Dadar West,place/suburb,Dadar West,2022,4/13/2022
"Queens Palace, Bandra West",Mumbai,south,under_construction,Western Express Highway,yes,Bandra Kurla Complex,3.85,blue,6.96,yes,no,FALSE,Bandra Colony,2.39,3-6km,6,Bandra,1.11,4.93,43,54,7,19.0583358,72.8302669,13.3,Mumbai,Maharashtra,1,6/23/2022,6/23/2022,high,Bandra West,place/suburb,Bandra West,2022,4/13/2022
"Raheja Artesia, Worli",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.63,blue,12.27,yes,no,FALSE,Worli,0.38,0-3km,4,Prabhadevi,1.95,9.92,31,22,6,19.0117388,72.8178706,8.32,G/S Ward,Maharashtra,1,5/18/2022,5/18/2022,high,Worli,place/suburb,Worli,2022,4/13/2022
"Raheja Exotica Sorento, Madh",Mumbai,west,none,Versova,no,Nirlon Knowledge Park,6.74,blue,3.2,no,no,TRUE,Versova,3.2,6km+,2,Jogeshwari (Western Line),6,9.13,0,1,1,19.1375285,72.7918857,22.57,K/W Ward,Maharashtra,1,6/16/2022,6/16/2022,high,Madh,place/suburb,Madh,2022,4/13/2022
"Raheja Heights Phase 2, Gokuldham",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,2.56,red,1.01,yes,yes,TRUE,Aarey,1.01,0-3km,3,Goregaon,2.1,9.32,13,51,5,19.1738527,72.8670935,26.35,P/S Ward,Maharashtra,1,6/4/2022,6/4/2022,high,Gokuldham,place/neighbourhood,Gokuldham,2022,4/13/2022
"Raheja Heights, BMC Colony Malad East",Mumbai,north,operational,Dindoshi,yes,Mindspace Malad,2.69,red,0.84,yes,yes,TRUE,Dindoshi,0.84,0-3km,3,Malad,2.1,9.66,14,60,5,19.1769668,72.8657407,26.67,P/N Ward,Maharashtra,1,5/31/2022,5/31/2022,medium,B.E.S.T Staff querters colony,landuse/residential,BMC Colony Malad East,2022,4/13/2022
"Raheja Heights, Malad East",Mumbai,north,operational,Kurar,yes,Mindspace Malad,1.6,red,0.27,yes,yes,TRUE,Kurar,0.27,0-3km,3,Malad,0.82,10.68,19,95,8,19.1860219,72.8563181,27.58,P/N Ward,Maharashtra,2,6/27/2022,7/9/2022,high,Malad East,place/suburb,Malad East,2022,4/13/2022
"Raheja Imperia, Worli",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.63,blue,12.27,yes,no,FALSE,Worli,0.38,0-3km,4,Prabhadevi,1.95,9.92,31,22,6,19.0117388,72.8178706,8.32,G/S Ward,Maharashtra,1,6/4/2022,6/4/2022,high,Worli,place/suburb,Worli,2022,4/13/2022
"Raheja Ridgewood, Goregaon East",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.62,red,0.37,yes,yes,TRUE,Aarey,0.37,0-3km,5,Goregaon,0.77,8.83,14,72,6,19.1692623,72.8552548,25.71,P/S Ward,Maharashtra,1,5/17/2022,5/17/2022,high,Goregaon East,place/suburb,Goregaon East,2022,4/13/2022
"Raheja Vista, Powai",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.89,blue,2.65,no,no,TRUE,Saki Naka,2.65,0-3km,16,Vikhroli,2.32,5.65,23,17,20,19.1187195,72.9073476,21.39,S Ward,Maharashtra,2,6/16/2022,7/6/2022,high,Powai,place/suburb,Powai,2022,4/13/2022
"Raj Grandeur, Hiranandani Gardens",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.91,blue,2.97,no,no,TRUE,Saki Naka,2.97,0-3km,15,Vikhroli,1.9,5.99,38,14,23,19.1183882,72.911464,21.51,S Ward,Maharashtra,1,6/28/2022,6/28/2022,high,Hiranandani Gardens,place/neighbourhood,Hiranandani Gardens,2022,4/13/2022
"Raj Grandeur, Powai",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.89,blue,2.65,no,no,TRUE,Saki Naka,2.65,0-3km,16,Vikhroli,2.32,5.65,23,17,20,19.1187195,72.9073476,21.39,S Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Powai,place/suburb,Powai,2022,4/13/2022
"Raj Hill, Borivali East",Mumbai,north,operational,Devipada,yes,Mindspace Malad,5.22,red,0.39,yes,yes,TRUE,Devipada,0.39,3-6km,0,Borivali,0.55,15.19,8,106,14,19.2267228,72.8619328,32.14,R/C Ward,Maharashtra,1,4/29/2022,4/29/2022,high,Borivali East,place/suburb,Borivali East,2022,4/13/2022
"Raj Legacy, Vikhroli West",Mumbai,east,none,Jagruti Nagar,yes,Godrej One Vikhroli,1.13,blue,3.5,no,no,TRUE,Jagruti Nagar,3.5,0-3km,11,Vikhroli,0.42,7.13,19,26,20,19.114541,72.9257184,21.73,S Ward,Maharashtra,2,6/3/2022,7/6/2022,high,Vikhroli West,place/suburb,Vikhroli West,2022,4/13/2022
"Rajesh Raj Classic, Yari Road",Mumbai,east,none,Ghatkopar L1,yes,Belapur CBD,5.3,blue,20.29,no,no,TRUE,Khargar Village,2.67,3-6km,0,Mansarovar,1.22,24.91,6,32,2,19.0237231,73.0892825,28.32,Kalamboli,Maharashtra,1,6/27/2022,6/27/2022,medium,Rajesh Residency,landuse/residential,Rajesh Raj Classic,2022,4/13/2022
Rambaug,Mumbai,north,operational,Shimpoli,yes,Mindspace Malad,3.85,yellow,1.35,yes,yes,TRUE,Shimpoli,1.35,3-6km,0,Borivali,1.44,14.16,17,112,17,19.2170731,72.8522143,30.99,R/C Ward,Maharashtra,1,7/7/2022,7/7/2022,low,RamBaug Lane,highway/residential,Rambaug,2022,4/13/2022
"Ratan Silicon Park, Jankalyan Nagar",Mumbai,east,operational,Chakala - J.B. Nagar,yes,MIDC Andheri East,1.35,blue,0.58,yes,yes,TRUE,Sahar Road,0.56,0-3km,16,Vile Parle,2.55,1.91,16,32,2,19.1068579,72.8671624,18.98,K/E Ward,Maharashtra,1,7/6/2022,7/6/2022,low,Jankalyan Sahkari Bank Ltd,amenity/bank,Jankalyan Nagar,2022,4/13/2022
Reay road east,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,3.18,blue,13.88,yes,no,FALSE,Mahalaxmi,1.98,3-6km,1,Reay Road,0,12.68,22,28,0,18.9775506,72.8441011,4.4,E Ward,Maharashtra,1,5/22/2022,5/22/2022,medium,Reay Road,railway/station,Reay road east,2022,4/13/2022
"Riddhi Garden, Film City Road",Mumbai,north,operational,Dindoshi,yes,Nirlon Knowledge Park,3.29,red,1.47,yes,yes,TRUE,Dindoshi,1.47,3-6km,3,Malad,2.65,9.86,8,38,4,19.1784077,72.8722424,26.92,P/N Ward,Maharashtra,1,7/6/2022,7/6/2022,medium,Riddhi Gardens,landuse/residential,Riddhi Garden,2022,4/13/2022
"Rivali Park, Borivali East",Mumbai,north,operational,Devipada,yes,Mindspace Malad,5.22,red,0.39,yes,yes,TRUE,Devipada,0.39,3-6km,0,Borivali,0.55,15.19,8,106,14,19.2267228,72.8619328,32.14,R/C Ward,Maharashtra,1,6/29/2022,6/29/2022,high,Borivali East,place/suburb,Borivali East,2022,4/13/2022
"RNA Broadway Avenue, Mira Road",Mumbai,north,none,Kandarpada,no,Mindspace Malad,10.97,yellow,2.85,no,no,TRUE,Kashigaon,2.58,6km+,0,Mira Road,0,21.31,8,40,5,19.2816975,72.8560676,38.19,Mira,Maharashtra,1,5/31/2022,5/31/2022,medium,Mira Road,railway/station,Mira Road,2022,4/13/2022
